row_id,paper_id,title,year,outcome,outcome_unit,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,sd_treatment,sd_control,se_treatment,se_control,treatment_description,control_description,confidence,source_type,notes,moderators
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::71,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,2013,Total crop rotation productivity,kg/ha,6443.0,8444.0,-23.69729985788726,4.0,4.0,SE,,,,104.0,146.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,"Total productivity = seed cotton + soybean grains + wheat grains. System P<0.001; System×Cycle P<0.001. BIODYN 'b', CON 'a'. Conventional +30% more productive in Cycle 1.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::73,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,2013,Total crop rotation productivity,kg/ha,6443.0,8336.0,-22.70873320537428,4.0,4.0,SE,,,,104.0,254.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CONBtC (conventional+Bt) - cotton + soybean + wheat,high,table,"BIODYN 'b', CONBtC 'a'. CONBtC total does NOT include wheat 2 in Cycle 1 (wheat 2 only grown 2009-2010).","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::75,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,2013,Total crop rotation productivity,kg/ha,7039.0,6880.0,2.311046511627907,4.0,4.0,SE,,,,268.0,119.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,"In Cycle 2, organic total productivity similar to CON. BIODYN 'b', CON 'b'. CONBtC is 'a' due to additional wheat 2 crop.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::77,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,2013,Total crop rotation productivity,kg/ha,7039.0,8885.0,-20.77658975801913,4.0,4.0,SE,,,,268.0,390.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CONBtC (conventional+Bt) - cotton + soybean + wheat + wheat 2,medium,table,"CAUTION: CONBtC total in Cycle 2 includes wheat 2 (1573 kg/ha additional crop) which organic systems did not grow. Comparison not like-for-like. CONBtC 'a', BIODYN 'b'.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::79,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,2013,Total crop rotation productivity (4-year average),kg/ha,6741.0,7662.0,-12.0203602192639,4.0,4.0,SE,,,,270.0,455.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,4-year average total productivity. Not independent of per-cycle data.,"{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::81,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,2013,Total crop rotation productivity (4-year average),kg/ha,6741.0,8610.0,-21.70731707317073,4.0,4.0,SE,,,,270.0,376.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CONBtC (conventional+Bt) - cotton + soybean + wheat + wheat 2,medium,table,4-year average. CAUTION: CONBtC total includes wheat 2 (avg ~787 kg/ha) grown only in 2009-2010. Not like-for-like. Not independent of per-cycle data.,"{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::93,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Winter wheat grain yield,kg/ha,4800.0,6200.0,-22.58064516129032,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 1 (transition)","Conventional chemical farming (225 kg N/ha, 750 kg P2O5/ha, 150 kg K2O/ha)",medium,figure,Value estimated from Figure 2a bar chart. Transition period (year 1). Error bars visible in figure but variance type not declared. n=3 based on three 1m² quadrats.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Liangxing 99)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'transitional', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 1.0, 'mod_country': 'China', 'mod_years_since_conversion': 1.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::94,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Winter wheat grain yield,kg/ha,5300.0,7000.0,-24.285714285714285,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 2 (transition)","Conventional chemical farming (225 kg N/ha, 750 kg P2O5/ha, 150 kg K2O/ha)",medium,figure,Value estimated from Figure 2a bar chart. Transition period (year 2). Error bars visible but variance type not declared.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Liangxing 99)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'transitional', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 2.0, 'mod_country': 'China', 'mod_years_since_conversion': 2.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::95,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Winter wheat grain yield,kg/ha,5600.0,7200.0,-22.22222222222222,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 3 (transition)","Conventional chemical farming (225 kg N/ha, 750 kg P2O5/ha, 150 kg K2O/ha)",medium,figure,Value estimated from Figure 2a bar chart. Last year of transition period (year 3).,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Liangxing 99)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'transitional', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 3.0, 'mod_country': 'China', 'mod_years_since_conversion': 3.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::96,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Winter wheat grain yield,kg/ha,7000.0,7200.0,-2.7777777777777777,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 4 (post-transition)","Conventional chemical farming (225 kg N/ha, 750 kg P2O5/ha, 150 kg K2O/ha)",medium,figure,"Value estimated from Figure 2a bar chart. Post-transition year 4, no significance marker visible. Bars nearly equal height.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Liangxing 99)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 4.0, 'mod_country': 'China', 'mod_years_since_conversion': 4.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::97,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Winter wheat grain yield,kg/ha,7600.0,8000.0,-5.0,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 5 (post-transition)","Conventional chemical farming (225 kg N/ha, 750 kg P2O5/ha, 150 kg K2O/ha)",medium,figure,Value estimated from Figure 2a bar chart. Post-transition year 5.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Liangxing 99)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 5.0, 'mod_country': 'China', 'mod_years_since_conversion': 5.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::98,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Winter wheat grain yield,kg/ha,8100.0,7200.0,12.5,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 6 (post-transition)","Conventional chemical farming (225 kg N/ha, 750 kg P2O5/ha, 150 kg K2O/ha)",medium,figure,"Value estimated from Figure 2a bar chart. Post-transition year 6, BMOF surpasses CF.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Liangxing 99)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 6.0, 'mod_country': 'China', 'mod_years_since_conversion': 6.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::99,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Winter wheat grain yield,kg/ha,8300.0,7400.0,12.162162162162163,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 7 (post-transition)","Conventional chemical farming (225 kg N/ha, 750 kg P2O5/ha, 150 kg K2O/ha)",medium,figure,Value estimated from Figure 2a bar chart. Post-transition year 7. Significance marker unclear from figure.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Liangxing 99)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 7.0, 'mod_country': 'China', 'mod_years_since_conversion': 7.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::100,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Winter wheat grain yield,kg/ha,8634.0,7394.0,16.77035434135786,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 8 (post-transition)","Conventional chemical farming (225 kg N/ha, 750 kg P2O5/ha, 150 kg K2O/ha)",high,text,"Exact values from text: BMOF 8,634 kg/ha vs CF about 7,394 kg/ha in 8th year (2014). Error bars visible in Figure 2a but variance type not declared in paper.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Liangxing 99)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'irrigated', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 8.0, 'mod_country': 'China', 'mod_years_since_conversion': 8.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::101,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Summer maize grain yield,kg/ha,5500.0,7200.0,-23.61111111111111,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 1 (transition)","Conventional chemical farming (150 kg N/ha, 600 kg P2O5/ha, 210 kg K2O/ha)",medium,figure,"Value estimated from Figure 2b bar chart. Transition period year 1. Maize was summer crop (June-October), irrigated only in wheat season so maize was rainfed. No significance marker visible for 2007.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize (Zhengdan 958)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'transitional', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 1.0, 'mod_country': 'China', 'mod_years_since_conversion': 1.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::102,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Summer maize grain yield,kg/ha,5800.0,7500.0,-22.666666666666664,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 2 (transition)","Conventional chemical farming (150 kg N/ha, 600 kg P2O5/ha, 210 kg K2O/ha)",medium,figure,Value estimated from Figure 2b bar chart. Transition period year 2. No significance marker visible for 2008.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize (Zhengdan 958)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'transitional', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 2.0, 'mod_country': 'China', 'mod_years_since_conversion': 2.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::103,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Summer maize grain yield,kg/ha,6500.0,8200.0,-20.73170731707317,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 3 (transition)","Conventional chemical farming (150 kg N/ha, 600 kg P2O5/ha, 210 kg K2O/ha)",medium,figure,Value estimated from Figure 2b bar chart. Last year of transition period (year 3).,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize (Zhengdan 958)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'transitional', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 3.0, 'mod_country': 'China', 'mod_years_since_conversion': 3.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::104,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Summer maize grain yield,kg/ha,7200.0,8200.0,-12.195121951219512,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 4 (post-transition)","Conventional chemical farming (150 kg N/ha, 600 kg P2O5/ha, 210 kg K2O/ha)",medium,figure,Value estimated from Figure 2b bar chart. Post-transition year 4.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize (Zhengdan 958)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 4.0, 'mod_country': 'China', 'mod_years_since_conversion': 4.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::105,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Summer maize grain yield,kg/ha,8500.0,8000.0,6.25,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 5 (post-transition)","Conventional chemical farming (150 kg N/ha, 600 kg P2O5/ha, 210 kg K2O/ha)",medium,figure,"Value estimated from Figure 2b bar chart. Post-transition year 5, BMOF slightly surpasses CF for maize.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize (Zhengdan 958)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 5.0, 'mod_country': 'China', 'mod_years_since_conversion': 5.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::106,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Summer maize grain yield,kg/ha,9200.0,8500.0,8.235294117647058,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 6 (post-transition)","Conventional chemical farming (150 kg N/ha, 600 kg P2O5/ha, 210 kg K2O/ha)",medium,figure,Value estimated from Figure 2b bar chart. Post-transition year 6.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize (Zhengdan 958)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 6.0, 'mod_country': 'China', 'mod_years_since_conversion': 6.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::107,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Summer maize grain yield,kg/ha,9500.0,9200.0,3.260869565217391,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 7 (post-transition)","Conventional chemical farming (150 kg N/ha, 600 kg P2O5/ha, 210 kg K2O/ha)",medium,figure,"Value estimated from Figure 2b bar chart. Post-transition year 7. Bars appear close, no significance marker visible.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize (Zhengdan 958)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 7.0, 'mod_country': 'China', 'mod_years_since_conversion': 7.0}"
organic_yield_gap::HaitaoLiu_2016_Biodiversity_management_of_organic_farming::108,HaitaoLiu_2016_Biodiversity_management_of_organic_farming,Biodiversity management of organic farming enhances agricultural sustainability,2016,Summer maize grain yield,kg/ha,10235.0,10715.0,-4.479701353243117,3.0,3.0,,,,,,,"BMOF organic farming (earthworm-digested manure, no synthetic inputs), year 8 (post-transition)","Conventional chemical farming (150 kg N/ha, 600 kg P2O5/ha, 210 kg K2O/ha)",high,text,"Exact values from text: BMOF 10,235 kg/ha vs CF about 10,715 kg/ha in 8th year (2014). CF slightly higher for maize in final year. Error bars visible in Figure 2b but variance type not declared. No significance marker visible for 2014 maize.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize (Zhengdan 958)', 'mod_region': 'Shandong Province, East China', 'mod_climate_zone': 'temperate', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'previously abandoned land', 'mod_study_duration_years': 8.0, 'mod_country': 'China', 'mod_years_since_conversion': 8.0}"
organic_yield_gap::IevaMežaka_2017_Response_of_biparental_spring_barley::124,IevaMežaka_2017_Response_of_biparental_spring_barley,Response of bi-parental spring barley populations to cultivation in organic and conventional farming systems,2017,Grain yield,t ha-1,3.28,4.01,-18.204488778054863,4.0,4.0,,,,,,,"Organic testing environment (O1), subpopulation A/Dz-C2 (Anni/Džiugiai cultivated at conventional site C2)","Conventional testing environment (C1), subpopulation A/Dz-C2",high,table,"2014 year. All 8 subpopulations from same RCBD trial with 4 reps. No per-group SE/SD reported in paper; only mixed-model REML estimates available (Table 5: residual SD=0.12 t/ha). Organic yield was 75-81% of conventional in 2014 vs 48-61% in 2012. Conventional site C1 used mineral fertilizer N80P30K45 kg/ha in 2014; organic site O1 used green manure legume precrop. Fertilization in conventional: N80P10K75 (2012), N80P30K45 (2014).","{'mod_crop_type': 'cereal', 'mod_crop_species': 'spring barley (Hordeum vulgare L.)', 'mod_region': 'Latvia', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'Luvisol', 'mod_study_duration_years': 8.0, 'mod_organic_certification': 'certified organic', 'mod_cross': 'Anni/Džiugiai', 'mod_subpopulation': 'A/Dz-C2', 'mod_cultivation_site': 'C2'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::125,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Grain yield,kg/ha,4259.0,3548.0,20.03945885005637,3.0,3.0,LSD,1004.0,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,2019 was a drought year with absent/low precipitation during sowing/seedling. Organic outperformed conventional this year. LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2019.0, 'mod_country': 'Romania', 'mod_cultivar': 'Glosa', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::126,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Grain yield,kg/ha,3900.0,3210.0,21.49532710280374,3.0,3.0,LSD,1004.0,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,2019 drought year. Organic outperformed conventional. LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2019.0, 'mod_country': 'Romania', 'mod_cultivar': 'Izvor', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::127,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Grain yield,kg/ha,4146.0,3850.0,7.688311688311689,3.0,3.0,LSD,1004.0,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,2019 drought year. LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2019.0, 'mod_country': 'Romania', 'mod_cultivar': 'Miranda', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::128,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Grain yield,kg/ha,3895.0,3527.0,10.433796427558832,3.0,3.0,LSD,1004.0,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,2019 drought year. LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2019.0, 'mod_country': 'Romania', 'mod_cultivar': 'Pajura', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
