gt_row_id,paper_id,verdict,ai_row_id,basis,confidence
gt__014_Lieffering_2004__r579,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__3,"Fig.1 1999 panel, grain Fe, eCO2 625. AI ai__3 = Fe, grain, eco2_625...y1999.",high
gt__014_Lieffering_2004__r580,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__7,"Fig.1 2000 panel, grain K, eCO2 570. AI ai__7 = K, grain, eco2_570...y2000.",high
gt__014_Lieffering_2004__r581,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain K, 1999 (eCO2 625). AI extracted K only for 2000 (ai__7); no K at eco2_625/y1999.",high
gt__014_Lieffering_2004__r582,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__8,"Fig.1 2000 panel, grain Mg, eCO2 570. AI ai__8 = Mg, grain, eco2_570...y2000.",high
gt__014_Lieffering_2004__r583,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__2,"Fig.1 1999 panel, grain Mg, eCO2 625. AI ai__2 = Mg, grain, eco2_625...y1999.",high
gt__014_Lieffering_2004__r584,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Mn, 1999 (eCO2 625). AI extracted no Mn rows.",high
gt__014_Lieffering_2004__r585,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Mn, 2000 (eCO2 570). AI extracted no Mn rows.",high
gt__014_Lieffering_2004__r586,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Mo, 1999 (eCO2 625). AI extracted no Mo rows.",high
gt__014_Lieffering_2004__r587,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Mo, 2000 (eCO2 570). AI extracted no Mo rows.",high
gt__014_Lieffering_2004__r588,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__5,"Fig.1 2000 panel, grain N, eCO2 570. AI ai__5 = N, grain, eco2_570...y2000.",high
gt__014_Lieffering_2004__r589,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__0,"Fig.1 1999 panel, grain N, eCO2 625. AI ai__0 = N, grain, eco2_625...y1999.",high
gt__014_Lieffering_2004__r590,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__6,"Fig.1 2000 panel, grain P, eCO2 570. AI ai__6 = P, grain, eco2_570...y2000.",high
gt__014_Lieffering_2004__r591,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__1,"Fig.1 1999 panel, grain P, eCO2 625. AI ai__1 = P, grain, eco2_625...y1999.",high
gt__014_Lieffering_2004__r592,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain S, 2000 (eCO2 570). AI extracted no S rows.",high
gt__014_Lieffering_2004__r593,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain S, 1999 (eCO2 625). AI extracted no S rows.",high
gt__014_Lieffering_2004__r594,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Zn, 2000 (eCO2 570). AI extracted no Zn rows.",high
gt__014_Lieffering_2004__r595,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Zn, 1999 (eCO2 625). AI extracted no Zn rows.",high
gt__015_Pleijel_2009__r1265,015_Pleijel_2009,MATCH,015_Pleijel_2009__ai__8,"Table 1 Exp 2 (1995): CO2+2 [CO2]=667 vs OTC control 347, grain Zn, Dragon. AI ai__8 = Zn grain Dragon eco2_667_amb_347 (y1995) — exact CO2-pair match.",high
gt__015_Pleijel_2009__r1266,015_Pleijel_2009,NO_MATCH,,"GT eco2_675_amb_355 = Table 1 Exp 3 (1996): CO2+ [CO2]=675 vs OTC control 355, grain Zn. AI extracted no 675-ppm row; Exp 3 (1996) was not extracted (AI Table-1 rows cover 1994 Exp1 and 1995 Exp5 CO2 levels only).",high
gt__015_Pleijel_2009__r1267,015_Pleijel_2009,MATCH,015_Pleijel_2009__ai__1,"GT eco2_660_amb_355 = Table 1 Exp 1 (1994): CO2+ [CO2]=660 vs OTC control 355, grain Zn, Dragon. AI ai__1 = Zn grain Dragon eco2_660_amb_355 (y1994). Chosen over ai__0 (eco2_660_amb_360) because GT control is 355 not 360 — exact control match.",high
gt__016_Fernando_2012a__r1466,016_Fernando_2012a,NO_MATCH,,"Table 3 grain Cu concentration for Yitpi; AI extracted only Table 3 dough/flour quality traits (flour yield, bread volume, mixing requirement, peak width/height, breakdown), no mineral elements",high
gt__016_Fernando_2012a__r1467,016_Fernando_2012a,NO_MATCH,,Table 3 grain K concentration for Yitpi; AI rows contain no K (only quality traits),high
gt__016_Fernando_2012a__r1468,016_Fernando_2012a,NO_MATCH,,Table 3 grain Mg concentration for Yitpi; AI rows contain no Mg,high
gt__016_Fernando_2012a__r1469,016_Fernando_2012a,NO_MATCH,,Table 3 grain Mn concentration for Yitpi; AI rows contain no Mn,high
gt__016_Fernando_2012a__r1470,016_Fernando_2012a,NO_MATCH,,Table 3 grain Na concentration for Yitpi; AI rows contain no Na,high
gt__016_Fernando_2012a__r1471,016_Fernando_2012a,NO_MATCH,,Table 3 grain P concentration for Yitpi; AI rows contain no P,high
gt__017_Fangmeier_2002__r971,017_Fangmeier_2002,NO_MATCH,,"Bintje aboveground Ca, O3 background (680 O3 vs O3 column, Table 4/5); AI extracted only the NF-vs-680 CO2 contrast, never the O3-background columns",med
gt__017_Fangmeier_2002__r972,017_Fangmeier_2002,NO_MATCH,,"Bintje tuber Ca, O3 background (680 O3 vs O3); AI captured only NF/680",med
gt__017_Fangmeier_2002__r973,017_Fangmeier_2002,AMBIGUOUS,017_Fangmeier_2002__ai__36,"Bintje aboveground Ca, NF background (NF vs 680). AI Table 5 (final harvest) AGB Ca concentration. Harvest (Table4 intermediate vs Table5 final) not in GT descriptor; both use same 3 sites GI/SB/TE, so harvest indeterminate; Table5/maturity chosen by convention",low
gt__017_Fangmeier_2002__r974,017_Fangmeier_2002,MATCH,017_Fangmeier_2002__ai__37,"Bintje tuber Ca, NF vs 680. AI Table 5 tuber Ca concentration; GT tuber site list (JO,GI,GO,SB,TE = 5 loc.) matches final harvest (9 datasets incl JO/GO) per Table 1, favoring Table 5 over Table 4",med
gt__017_Fangmeier_2002__r975,017_Fangmeier_2002,NO_MATCH,,"Bintje aboveground Fe, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r976,017_Fangmeier_2002,NO_MATCH,,"Bintje tuber Fe, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r977,017_Fangmeier_2002,AMBIGUOUS,017_Fangmeier_2002__ai__44,"Bintje aboveground Fe, NF vs 680. AI Table 5 AGB Fe concentration; harvest indeterminate from GT descriptor (AGB uses same 3 sites in both harvests)",low
gt__017_Fangmeier_2002__r978,017_Fangmeier_2002,MATCH,017_Fangmeier_2002__ai__45,"Bintje tuber Fe, NF vs 680. AI Table 5 tuber Fe concentration; tuber 5-site list favors final harvest",med
gt__017_Fangmeier_2002__r979,017_Fangmeier_2002,NO_MATCH,,"Bintje aboveground K, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r980,017_Fangmeier_2002,NO_MATCH,,"Bintje tuber K, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r981,017_Fangmeier_2002,AMBIGUOUS,017_Fangmeier_2002__ai__34,"Bintje aboveground K, NF vs 680. AI Table 5 AGB K concentration; harvest indeterminate for AGB",low
gt__017_Fangmeier_2002__r982,017_Fangmeier_2002,MATCH,017_Fangmeier_2002__ai__35,"Bintje tuber K, NF vs 680. AI Table 5 tuber K concentration; tuber 5-site list favors final harvest",med
gt__017_Fangmeier_2002__r983,017_Fangmeier_2002,NO_MATCH,,"Bintje aboveground Mg, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r984,017_Fangmeier_2002,NO_MATCH,,"Bintje tuber Mg, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r985,017_Fangmeier_2002,AMBIGUOUS,017_Fangmeier_2002__ai__38,"Bintje aboveground Mg, NF vs 680. AI Table 5 AGB Mg concentration; harvest indeterminate for AGB",low
gt__017_Fangmeier_2002__r986,017_Fangmeier_2002,MATCH,017_Fangmeier_2002__ai__39,"Bintje tuber Mg, NF vs 680. AI Table 5 tuber Mg concentration; tuber 5-site list favors final harvest",med
gt__017_Fangmeier_2002__r987,017_Fangmeier_2002,NO_MATCH,,"Bintje aboveground Mn, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r988,017_Fangmeier_2002,NO_MATCH,,"Bintje tuber Mn, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r989,017_Fangmeier_2002,AMBIGUOUS,017_Fangmeier_2002__ai__40,"Bintje aboveground Mn, NF vs 680. AI Table 5 AGB Mn concentration; harvest indeterminate for AGB",low
gt__017_Fangmeier_2002__r990,017_Fangmeier_2002,MATCH,017_Fangmeier_2002__ai__41,"Bintje tuber Mn, NF vs 680. AI Table 5 tuber Mn concentration; tuber 5-site list favors final harvest",med
gt__017_Fangmeier_2002__r991,017_Fangmeier_2002,NO_MATCH,,"Bintje aboveground N, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r992,017_Fangmeier_2002,NO_MATCH,,"Bintje tuber N, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r993,017_Fangmeier_2002,AMBIGUOUS,017_Fangmeier_2002__ai__30,"Bintje aboveground N, NF vs 680. AI Table 5 AGB N concentration; harvest indeterminate for AGB",low
gt__017_Fangmeier_2002__r994,017_Fangmeier_2002,MATCH,017_Fangmeier_2002__ai__31,"Bintje tuber N, NF vs 680. AI Table 5 tuber N concentration; tuber 5-site list favors final harvest",med
gt__017_Fangmeier_2002__r995,017_Fangmeier_2002,NO_MATCH,,"Bintje aboveground P, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r996,017_Fangmeier_2002,NO_MATCH,,"Bintje tuber P, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r997,017_Fangmeier_2002,AMBIGUOUS,017_Fangmeier_2002__ai__32,"Bintje aboveground P, NF vs 680. AI Table 5 AGB P concentration; harvest indeterminate for AGB",low
gt__017_Fangmeier_2002__r998,017_Fangmeier_2002,MATCH,017_Fangmeier_2002__ai__33,"Bintje tuber P, NF vs 680. AI Table 5 tuber P concentration; tuber 5-site list favors final harvest",med
gt__017_Fangmeier_2002__r999,017_Fangmeier_2002,NO_MATCH,,"Bintje aboveground Zn, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r1000,017_Fangmeier_2002,NO_MATCH,,"Bintje tuber Zn, O3 background; AI captured only NF/680",med
gt__017_Fangmeier_2002__r1001,017_Fangmeier_2002,AMBIGUOUS,017_Fangmeier_2002__ai__42,"Bintje aboveground Zn, NF vs 680. AI Table 5 AGB Zn concentration; harvest indeterminate for AGB",low
gt__017_Fangmeier_2002__r1002,017_Fangmeier_2002,MATCH,017_Fangmeier_2002__ai__43,"Bintje tuber Zn, NF vs 680. AI Table 5 tuber Zn concentration; tuber 5-site list favors final harvest",med
gt__018_Al-Rawahy_2013__r544,018_Al-Rawahy_2013,AMBIGUOUS,018_Al-Rawahy_2013__ai__11,"Table 3 leaf Ca, Medicago sativa 'Victor'. GT encodes contrast eCO2=450/aCO2=350; AI extracted three separate CO2-vs-control cells (350/400/450). The 450 ppm AI row carries the elevated endpoint, but control anchor differs (AI control = charcoal-filtered ambient, GT ambient = 350 ppm level)",med
gt__018_Al-Rawahy_2013__r545,018_Al-Rawahy_2013,AMBIGUOUS,018_Al-Rawahy_2013__ai__20,"Table 3 leaf Fe, Victor. GT eCO2=450/aCO2=350 maps to AI 450 ppm Fe row (elevated endpoint); control-anchor mismatch",med
gt__018_Al-Rawahy_2013__r546,018_Al-Rawahy_2013,AMBIGUOUS,018_Al-Rawahy_2013__ai__5,"Table 3 leaf K, Victor. GT eCO2=450/aCO2=350 maps to AI 450 ppm K row; control-anchor mismatch",med
gt__018_Al-Rawahy_2013__r547,018_Al-Rawahy_2013,AMBIGUOUS,018_Al-Rawahy_2013__ai__14,"Table 3 leaf Mg, Victor. GT eCO2=450/aCO2=350 maps to AI 450 ppm Mg row; control-anchor mismatch",med
gt__018_Al-Rawahy_2013__r548,018_Al-Rawahy_2013,AMBIGUOUS,018_Al-Rawahy_2013__ai__2,"Table 3 leaf N, Victor. GT eCO2=450/aCO2=350 maps to AI 450 ppm N row; control-anchor mismatch",med
gt__018_Al-Rawahy_2013__r549,018_Al-Rawahy_2013,AMBIGUOUS,018_Al-Rawahy_2013__ai__8,"Table 3 leaf P, Victor. GT eCO2=450/aCO2=350 maps to AI 450 ppm P row; control-anchor mismatch",med
gt__018_Al-Rawahy_2013__r550,018_Al-Rawahy_2013,AMBIGUOUS,018_Al-Rawahy_2013__ai__17,"Table 3 leaf Zn, Victor. GT eCO2=450/aCO2=350 maps to AI 450 ppm Zn row; control-anchor mismatch",med
gt__019_Baxter_1994__r13,019_Baxter_1994,NO_MATCH,,"Foliar Ca concentration (mg/g DW), Agrostis capillaris, from Fig 2 (leaf-blade concentration). AI extracted Table 1 whole-plant TOTAL CONTENT (mg/plant) instead, a different metric and tissue",high
gt__019_Baxter_1994__r14,019_Baxter_1994,NO_MATCH,,"Foliar K concentration, Agrostis capillaris (Fig 2). AI has only whole-plant total K content (mg/plant)",high
gt__019_Baxter_1994__r15,019_Baxter_1994,NO_MATCH,,"Foliar Mg concentration, Agrostis capillaris (Fig 2). AI has only whole-plant total Mg content",high
gt__019_Baxter_1994__r16,019_Baxter_1994,NO_MATCH,,"Foliar N concentration, Agrostis capillaris (Fig 1). AI has only whole-plant total N content",high
gt__019_Baxter_1994__r17,019_Baxter_1994,NO_MATCH,,"Foliar P concentration, Agrostis capillaris (Fig 1). AI has only whole-plant total P content",high
gt__019_Baxter_1994__r223,019_Baxter_1994,NO_MATCH,,"Foliar Ca concentration, Festuca vivipara (Fig 2). AI has only whole-plant total Ca content (mg/plant)",high
gt__019_Baxter_1994__r224,019_Baxter_1994,NO_MATCH,,"Foliar K concentration, Festuca vivipara (Fig 2). AI has only whole-plant total K content",high
gt__019_Baxter_1994__r225,019_Baxter_1994,NO_MATCH,,"Foliar Mg concentration, Festuca vivipara (Fig 2). AI has only whole-plant total Mg content",high
gt__019_Baxter_1994__r226,019_Baxter_1994,NO_MATCH,,"Foliar N concentration, Festuca vivipara (Fig 1). AI has only whole-plant total N content",high
gt__019_Baxter_1994__r227,019_Baxter_1994,NO_MATCH,,"Foliar P concentration, Festuca vivipara (Fig 1). AI has only whole-plant total P content",high
gt__019_Baxter_1994__r826,019_Baxter_1994,NO_MATCH,,"Foliar Ca concentration, Poa alpina (Fig 2). AI has only whole-plant total Ca content",high
gt__019_Baxter_1994__r827,019_Baxter_1994,NO_MATCH,,"Foliar K concentration, Poa alpina (Fig 2). AI has only whole-plant total K content",high
gt__019_Baxter_1994__r828,019_Baxter_1994,NO_MATCH,,"Foliar Mg concentration, Poa alpina (Fig 2). AI has only whole-plant total Mg content",high
gt__019_Baxter_1994__r829,019_Baxter_1994,NO_MATCH,,"Foliar N concentration, Poa alpina (Fig 1). AI has only whole-plant total N content",high
gt__019_Baxter_1994__r830,019_Baxter_1994,NO_MATCH,,"Foliar P concentration, Poa alpina (Fig 1). AI has only whole-plant total P content",high
gt__020_Overdieck_1993__r3,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__6,"Table 4 Acer pseudoplatanus Ca, eCO2=650 vs 390. AI Ca@650 row (species acer_pseudo_platanus==acer_pseudoplatanus)",high
gt__020_Overdieck_1993__r4,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__12,"Table 4 Acer Fe, eCO2=650. AI Fe@650 row",high
gt__020_Overdieck_1993__r5,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__4,"Table 4 Acer K, eCO2=650. AI K@650 row",high
gt__020_Overdieck_1993__r6,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__8,"Table 4 Acer Mg, eCO2=650. AI Mg@650 row",high
gt__020_Overdieck_1993__r7,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__10,"Table 4 Acer Mn, eCO2=650. AI Mn@650 row",high
gt__020_Overdieck_1993__r8,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__1,"Table 4 Acer N, eCO2=650. AI N@650 row",high
gt__020_Overdieck_1993__r9,020_Overdieck_1993,NO_MATCH,,"Table 4 Acer P, eCO2=650 vs 390. AI extracted only Acer P at the 520 level (ai__2), not the 650 level",high
gt__020_Overdieck_1993__r199,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__18,"Table 4 Fagus sylvatica Ca, eCO2=650. AI Fagus Ca@650 row",high
gt__020_Overdieck_1993__r200,020_Overdieck_1993,NO_MATCH,,"Table 4 Fagus Fe, eCO2=650. AI extracted no Fagus Fe rows at all",high
gt__020_Overdieck_1993__r201,020_Overdieck_1993,NO_MATCH,,"Table 4 Fagus K, eCO2=650 vs 390. AI extracted only Fagus K at the 520 level (ai__16), not the 650 level",high
gt__020_Overdieck_1993__r202,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__20,"Table 4 Fagus Mg, eCO2=650. AI Fagus Mg@650 row",high
gt__020_Overdieck_1993__r203,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__22,"Table 4 Fagus Mn, eCO2=650. AI Fagus Mn@650 row",high
gt__020_Overdieck_1993__r204,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__14,"Table 4 Fagus N, eCO2=650. AI Fagus N@650 row",high
gt__020_Overdieck_1993__r205,020_Overdieck_1993,NO_MATCH,,"Table 4 Fagus P, eCO2=650 vs 390. AI extracted only Fagus P at the 520 level (ai__15), not the 650 level",high
gt__020_Overdieck_1993__r217,020_Overdieck_1993,NO_MATCH,,"Figure 2 Festuca pratensis Ca, eCO2=620/amb=300 (relative %). AI extracted no Festuca pratensis Ca row",high
gt__020_Overdieck_1993__r218,020_Overdieck_1993,NO_MATCH,,"Figure 2 Festuca pratensis K, eCO2=620/amb=300. AI extracted no Festuca pratensis K row",high
gt__020_Overdieck_1993__r219,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__31,"Figure 2 Festuca pratensis Mg, eCO2=620/amb=300. AI Festuca pratensis Mg (Fig 2) row, eco2_620_amb_300",high
gt__020_Overdieck_1993__r220,020_Overdieck_1993,NO_MATCH,,"Figure 2 Festuca pratensis N, eCO2=620/amb=300. AI extracted no Festuca pratensis N row",high
gt__020_Overdieck_1993__r221,020_Overdieck_1993,NO_MATCH,,"Figure 2 Festuca pratensis P, eCO2=620/amb=300. AI extracted no Festuca pratensis P row",high
gt__020_Overdieck_1993__r222,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__33,"Figure 2 Festuca pratensis Zn. AI Festuca pratensis Zn (Fig 2) row; AI lists CO2 600/350 vs GT 620/300, same figure/species/element (minor CO2-label rounding within figure range)",med
gt__020_Overdieck_1993__r460,020_Overdieck_1993,NO_MATCH,,"Figure 2 Lolium perenne Ca, eCO2=620/amb=300. AI extracted no Lolium perenne rows",high
gt__020_Overdieck_1993__r461,020_Overdieck_1993,NO_MATCH,,Figure 2 Lolium perenne K. AI extracted no Lolium perenne rows,high
gt__020_Overdieck_1993__r462,020_Overdieck_1993,NO_MATCH,,Figure 2 Lolium perenne N. AI extracted no Lolium perenne rows,high
gt__020_Overdieck_1993__r463,020_Overdieck_1993,NO_MATCH,,Figure 2 Lolium perenne P. AI extracted no Lolium perenne rows,high
gt__020_Overdieck_1993__r1125,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__27,"Figure 2 Trifolium pratense Ca, eCO2=620/amb=300. AI Trifolium pratense Ca (Fig 2) row",high
gt__020_Overdieck_1993__r1126,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__26,Figure 2 Trifolium pratense K. AI Trifolium pratense K (Fig 2) row,high
gt__020_Overdieck_1993__r1127,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__28,Figure 2 Trifolium pratense Mg. AI Trifolium pratense Mg (Fig 2) row,high
gt__020_Overdieck_1993__r1128,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__24,Figure 2 Trifolium pratense N. AI Trifolium pratense N (Fig 2) row,high
gt__020_Overdieck_1993__r1129,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__25,Figure 2 Trifolium pratense P. AI Trifolium pratense P (Fig 2) row,high
gt__020_Overdieck_1993__r1130,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__29,Figure 2 Trifolium pratense Zn. AI Trifolium pratense Zn (Fig 2) row,high
gt__020_Overdieck_1993__r1131,020_Overdieck_1993,NO_MATCH,,"Figure 2 Trifolium repens Ca, eCO2=620/amb=300. AI extracted only Trifolium repens P (ai__32), no Ca row",high
gt__020_Overdieck_1993__r1132,020_Overdieck_1993,NO_MATCH,,"Figure 2 Trifolium repens K. AI extracted only Trifolium repens P, no K row",high
gt__020_Overdieck_1993__r1133,020_Overdieck_1993,NO_MATCH,,"Figure 2 Trifolium repens N. AI extracted only Trifolium repens P, no N row",high
gt__020_Overdieck_1993__r1134,020_Overdieck_1993,MATCH,020_Overdieck_1993__ai__32,"Figure 2 Trifolium repens P, eCO2=620/amb=300. AI Trifolium repens P (Fig 2) row; AI CO2 label 600/350 within same figure range",med
gt__021_Wilsey_1994__r1107,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__18,"Table 1 leaf nutrient B, eCO2 700 vs aCO2 370; AI splits into Clipped (ai__18) and Unclipped (ai__19) contrasts but GT carries no clipping descriptor",low
gt__021_Wilsey_1994__r1108,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__10,Table 1 leaf Ca 700vs370; two equally-plausible AI rows ai__10 (Clipped) / ai__11 (Unclipped); GT has no clip field,low
gt__021_Wilsey_1994__r1109,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__22,Table 1 leaf Co 700vs370; AI ai__22 (Clipped)/ai__23 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1110,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__20,Table 1 leaf Cu 700vs370; AI ai__20 (Clipped)/ai__21 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1111,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__12,Table 1 leaf Fe 700vs370; AI ai__12 (Clipped)/ai__13 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1112,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__2,Table 1 leaf K 700vs370; AI ai__2 (Clipped)/ai__3 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1113,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__8,Table 1 leaf Mg 700vs370; AI ai__8 (Clipped)/ai__9 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1114,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__14,Table 1 leaf Mn 700vs370; AI ai__14 (Clipped)/ai__15 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1115,021_Wilsey_1994,MATCH,021_Wilsey_1994__ai__24,"Table 1 leaf Mo 700vs370; AI extracted only one Mo row (ai__24, Clipped) so the element match is unique",med
gt__021_Wilsey_1994__r1116,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__0,Table 1 leaf N 700vs370; AI ai__0 (Clipped)/ai__1 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1117,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__4,Table 1 leaf Na 700vs370; AI ai__4 (Clipped)/ai__5 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1118,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__6,Table 1 leaf P 700vs370; AI ai__6 (Clipped)/ai__7 (Unclipped); GT no clip disambiguator,low
gt__021_Wilsey_1994__r1119,021_Wilsey_1994,AMBIGUOUS,021_Wilsey_1994__ai__16,Table 1 leaf Zn 700vs370; AI ai__16 (Clipped)/ai__17 (Unclipped); GT no clip disambiguator,low
gt__022_Blank_2011__r123,022_Blank_2011,AMBIGUOUS,,"Tissue Ca, Bromus tectorum, above-ground, future-vs-preindustrial CO2 (GT 420 vs 270). Paper Table 3 reports Ca per ecotype x age; GT is pooled-over-ecotype. AI emitted 3 ecotype-specific Ca rows (low ai__36-39, mid ai__40-43, high ai__44-47) all with control mis-read as 250 (paper pre-industrial is 270) and per-replicate duplicates; no pooled-ecotype 420-vs-270 row exists",low
gt__022_Blank_2011__r124,022_Blank_2011,AMBIGUOUS,,"Tissue K pooled-over-ecotype 420-vs-270. AI K rows are per-ecotype (low ai__14-17, mid ai__18-21, high ai__22-25) with control mislabelled 250",low
gt__022_Blank_2011__r125,022_Blank_2011,AMBIGUOUS,,"Tissue Mg pooled-over-ecotype 420-vs-270. AI Mg rows per-ecotype (low ai__26-29, mid ai__30-32, high ai__33-35) control mislabelled 250",low
gt__022_Blank_2011__r126,022_Blank_2011,AMBIGUOUS,,"Tissue Mn pooled-over-ecotype 420-vs-270. AI Mn rows per-ecotype (low ai__48-51, mid ai__52-55, high ai__56-59) control mislabelled 250",low
gt__022_Blank_2011__r127,022_Blank_2011,AMBIGUOUS,,"Tissue N pooled-over-ecotype 420-vs-270 (Table 2). AI N rows per-ecotype (low ai__0/2, mid ai__3, high ai__4); some with control 250 and a stray 360 (ai__1) - control misread",low
gt__022_Blank_2011__r128,022_Blank_2011,AMBIGUOUS,,"Tissue P pooled-over-ecotype 420-vs-270 (Table 3). AI P rows per-ecotype (low ai__8-10, mid ai__11-12, high ai__13) control mislabelled 250",low
gt__024_Nowak_2002__r551,024_Nowak_2002,MATCH,024_Nowak_2002__ai__3,"Leaf Ca, Boston fern, elevated vs 350. Single Ca leaf row (ai__3). CO2 contrast same cell; AI labelled elevated 1200 but paper Methods state 350 vs 1000 (GT correct), an AI CO2-level misread of the same single elevated treatment",high
gt__024_Nowak_2002__r552,024_Nowak_2002,MATCH,024_Nowak_2002__ai__2,"Leaf K, single K leaf row ai__2; same elevated-vs-350 contrast (AI 1200 vs GT 1000 = elevated-level misread of same cell)",high
gt__024_Nowak_2002__r553,024_Nowak_2002,MATCH,024_Nowak_2002__ai__4,"Leaf Mg, single Mg leaf row ai__4; same elevated-vs-350 contrast (AI 1200 vs GT 1000)",high
gt__024_Nowak_2002__r554,024_Nowak_2002,MATCH,024_Nowak_2002__ai__0,"Leaf N, single N leaf row ai__0; same elevated-vs-350 contrast (AI 1200 vs GT 1000)",high
gt__024_Nowak_2002__r555,024_Nowak_2002,MATCH,024_Nowak_2002__ai__1,"Leaf P, single P leaf row ai__1; same elevated-vs-350 contrast (AI 1200 vs GT 1000)",high
gt__025_Guo_2011__r668,025_Guo_2011,AMBIGUOUS,025_Guo_2011__ai__10,"Rice Cd seeds at grain maturity, 1st sowing (harvest 2006) = Fig 3d. AI has two Fig 3d rows (ai__10, ai__11) that are identical descriptors; also neither AI row records the soil Cd-spike level (GT=Cd 0 / unspiked)",low
gt__025_Guo_2011__r669,025_Guo_2011,AMBIGUOUS,025_Guo_2011__ai__9,"Rice Cd shoots(above_ground) grain maturity, 1st sowing (2006) = Fig 3c. AI has two Fig 3c rows (ai__9, ai__25); soil Cd-spike level not recorded by AI (GT=Cd 0)",low
gt__025_Guo_2011__r670,025_Guo_2011,MATCH,025_Guo_2011__ai__12,"Rice Cd seeds grain maturity, 2nd sowing (harvest 2007) = Fig 3f; AI ai__12 is the only Fig 3f row",med
gt__025_Guo_2011__r671,025_Guo_2011,MATCH,025_Guo_2011__ai__26,"Rice Cd shoots(above_ground) grain maturity, 2nd sowing (2007) = Fig 3e; AI ai__26 is the only Fig 3e row",med
